,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,FGM,FGA,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,XPM,XPA,Pnt,Yds,Y/P
28941,Justin Tucker,K,2019,6,BAL,CIN,10/13/2019,201910130rav,H,,23,17,-10.5,47,28.75,-6,outdoors,grass,"64 degrees, relative humidity 43%, wind 7 mph",64,7,3,3,0,1,0,2,0,2,2,0,0,
28942,Jake Elliott,K,2019,6,PHI,MIN,10/13/2019,201910130min,A,,20,38,3.5,44,20.25,18,dome,sportturf,indoors,,,2,2,0,0,0,1,1,2,2,0,0,
28943,Dan Bailey,K,2019,6,MIN,PHI,10/13/2019,201910130min,H,,38,20,-3.5,44,23.75,-18,dome,sportturf,indoors,,,1,1,0,0,1,0,0,5,5,0,0,
28944,Dustin Hopkins,K,2019,6,WAS,MIA,10/13/2019,201910130mia,A,,17,16,-6,42,24,-1,outdoors,grass,"84 degrees, relative humidity 66%, wind 13 mph",84,13,1,2,0,1,0,0,0,2,2,0,0,
28945,Jason Sanders,K,2019,6,MIA,WAS,10/13/2019,201910130mia,H,,16,17,6,42,18,1,outdoors,grass,"84 degrees, relative humidity 66%, wind 13 mph",84,13,1,1,0,0,1,0,0,1,1,0,0,
28946,Ka'imi Fairbairn,K,2019,6,HOU,KAN,10/13/2019,201910130kan,A,,31,24,3.5,54.5,25.5,-7,outdoors,astroturf,"56 degrees, relative humidity 47%, wind 2 mph",56,2,1,2,0,0,0,1,0,2,3,0,0,
28947,Harrison Butker,K,2019,6,KAN,HOU,10/13/2019,201910130kan,H,,24,31,-3.5,54.5,29,7,outdoors,astroturf,"56 degrees, relative humidity 47%, wind 2 mph",56,2,1,2,0,0,0,1,0,3,3,0,0,
28948,Wil Lutz,K,2019,6,NOR,JAX,10/13/2019,201910130jax,A,,13,6,2.5,42.5,20,-7,outdoors,grass,"81 degrees, relative humidity 56%, wind 3 mph",81,3,2,2,0,1,0,1,0,1,1,0,0,
28949,Matt Bryant,K,2019,6,ATL,ARI,10/13/2019,201910130crd,A,,33,34,-3,52.5,27.75,1,retractable roof (closed),grass,indoors,,,2,2,0,1,0,1,0,3,4,0,0,
28950,Zane Gonzalez,K,2019,6,ARI,ATL,10/13/2019,201910130crd,H,,34,33,3,52.5,24.75,-1,retractable roof (closed),grass,indoors,,,2,2,0,1,1,0,0,4,4,0,0,
28951,Robbie Gould,K,2019,6,SFO,LAR,10/13/2019,201910130ram,A,,20,7,3,49.5,23.25,-13,outdoors,grass,"77 degrees, relative humidity 42%, wind 2 mph",77,2,2,3,0,1,1,0,0,2,2,0,0,
28952,Brett Maher,K,2019,6,DAL,NYJ,10/13/2019,201910130nyj,A,,22,24,-7,43.5,25.25,2,outdoors,fieldturf ,"66 degrees, relative humidity 38%, wind 7 mph",66,7,3,4,0,0,1,0,2,1,1,0,0,
28953,Sam Ficken,K,2019,6,NYJ,DAL,10/13/2019,201910130nyj,H,,24,22,7,43.5,18.25,-2,outdoors,fieldturf ,"66 degrees, relative humidity 38%, wind 7 mph",66,7,1,1,0,0,1,0,0,3,3,0,0,
28954,Brandon McManus,K,2019,6,DEN,TEN,10/13/2019,201910130den,H,,16,0,-1,41,21,-16,outdoors,grass,"69 degrees, relative humidity 9%, wind 7 mph",69,7,3,3,0,0,1,1,1,1,1,0,0,
28955,Chris Boswell,K,2019,6,PIT,LAC,10/13/2019,201910130sdg,A,,24,17,6,42.5,18.25,-7,outdoors,grass,"71 degrees, relative humidity 61%, wind 9 mph",71,9,1,1,0,1,0,0,0,3,3,0,0,
28956,Chase McLaughlin,K,2019,6,LAC,PIT,10/13/2019,201910130sdg,H,,17,24,-6,42.5,24.25,7,outdoors,grass,"71 degrees, relative humidity 61%, wind 9 mph",71,9,1,2,0,0,1,0,0,2,2,0,0,
28957,Matt Prater,K,2019,6,DET,GNB,10/14/2019,201910140gnb,A,,22,23,3.5,47,21.75,1,outdoors,grass,"43 degrees, relative humidity 73%, wind 5 mph",43,5,5,5,0,2,0,1,2,1,1,0,0,
28958,Mason Crosby,K,2019,6,GNB,DET,10/14/2019,201910140gnb,H,,23,22,-3.5,47,25.25,-1,outdoors,grass,"43 degrees, relative humidity 73%, wind 5 mph",43,5,3,3,0,1,1,1,0,2,2,0,0,
28959,Harrison Butker,K,2019,7,KAN,DEN,10/17/2019,201910170den,A,,30,6,-3,49.5,26.25,-24,outdoors,grass,"75 degrees, relative humidity 7%, wind 6 mph",75,6,3,3,0,1,2,0,0,3,3,0,0,
28960,Stephen Hauschka,K,2019,7,BUF,MIA,10/20/2019,201910200buf,H,,31,21,-17,42.5,29.75,-10,outdoors,astroturf,"65 degrees, relative humidity 54%, wind 7 mph",65,7,3,3,0,0,1,2,0,2,2,0,0,
28961,Greg Zuerlein,K,2019,7,LAR,ATL,10/20/2019,201910200atl,A,,37,10,-3,54.5,28.75,-27,dome,fieldturf,indoors,,,3,4,0,2,0,0,1,4,4,0,0,
28962,Matt Bryant,K,2019,7,ATL,LAR,10/20/2019,201910200atl,H,,10,37,3,54.5,25.75,27,dome,fieldturf,indoors,,,1,2,0,0,0,0,1,1,1,0,0,
28963,Zane Gonzalez,K,2019,7,ARI,NYG,10/20/2019,201910200nyg,A,,27,21,3.5,49.5,23,-6,outdoors,fieldturf ,"56 degrees, relative humidity 78%, wind 3 mph",56,3,2,2,0,0,1,1,0,3,3,0,0,
28964,Daniel Carlson,K,2019,7,OAK,GNB,10/20/2019,201910200gnb,A,,24,42,5.5,48,21.25,18,outdoors,grass,"55 degrees, relative humidity 74%, wind 6 mph",55,6,1,1,0,0,0,1,0,3,3,0,0,
28965,Matt Prater,K,2019,7,DET,MIN,10/20/2019,201910200det,H,,30,42,2.5,43.5,20.5,12,dome,fieldturf,indoors,,,1,1,0,0,0,1,0,3,3,0,0,
28966,Ka'imi Fairbairn,K,2019,7,HOU,IND,10/20/2019,201910200clt,A,,23,30,1.5,46.5,22.5,7,retractable roof (open),fieldturf,indoors,,,3,3,0,1,1,1,0,2,2,0,0,
28967,Josh Lambo,K,2019,7,JAX,CIN,10/20/2019,201910200cin,A,,27,17,-4,44.5,24.25,-10,outdoors,grass,"70 degrees, relative humidity 63%, wind 2 mph",70,2,4,4,0,3,1,0,0,1,1,0,0,
28968,Randy Bullock,K,2019,7,CIN,JAX,10/20/2019,201910200cin,H,,17,27,4,44.5,20.25,10,outdoors,grass,"70 degrees, relative humidity 63%, wind 2 mph",70,2,1,1,0,0,1,0,0,2,2,0,0,
28969,Chase McLaughlin,K,2019,7,LAC,TEN,10/20/2019,201910200oti,A,,20,23,3,42.5,19.75,3,outdoors,grass,"77 degrees, relative humidity 40%, wind 2 mph",77,2,2,2,0,1,0,0,1,2,2,0,0,
28970,Cody Parkey,K,2019,7,TEN,LAC,10/20/2019,201910200oti,H,,23,20,-3,42.5,22.75,-3,outdoors,grass,"77 degrees, relative humidity 40%, wind 2 mph",77,2,1,1,0,0,0,1,0,2,3,0,0,
28971,Justin Tucker,K,2019,7,BAL,SEA,10/20/2019,201910200sea,A,,30,16,3,49,23,-14,outdoors,fieldturf,"50 degrees, relative humidity 79%, wind 8 mph",50,8,3,3,0,3,0,0,0,3,3,0,0,
28972,Jason Myers,K,2019,7,SEA,BAL,10/20/2019,201910200sea,H,,16,30,-3,49,26,14,outdoors,fieldturf,"50 degrees, relative humidity 79%, wind 8 mph",50,8,3,4,0,0,3,0,0,1,1,0,0,
28973,Wil Lutz,K,2019,7,NOR,CHI,10/20/2019,201910200chi,A,,36,25,4,37,16.5,-11,outdoors,grass,"54 degrees, relative humidity 84%, wind 6 mph",54,6,2,4,0,0,2,0,0,4,4,0,0,
28974,Eddy Pineiro,K,2019,7,CHI,NOR,10/20/2019,201910200chi,H,,25,36,-4,37,20.5,11,outdoors,grass,"54 degrees, relative humidity 84%, wind 6 mph",54,6,1,1,0,0,0,1,0,2,2,0,0,
28975,Jake Elliott,K,2019,7,PHI,DAL,10/20/2019,201910200dal,A,,10,37,3,50,23.5,27,retractable roof (closed),fieldturf,indoors,,,1,1,0,0,1,0,0,1,1,0,0,
28976,Brett Maher,K,2019,7,DAL,PHI,10/20/2019,201910200dal,H,,37,10,-3,50,26.5,-27,retractable roof (closed),fieldturf,indoors,,,3,3,0,2,0,0,1,4,4,0,0,
28977,Mike Nugent,K,2019,7,NWE,NYJ,10/21/2019,201910210nyj,A,,33,0,-9.5,43,26.25,-33,outdoors,fieldturf ,"58 degrees, relative humidity 73%, no wind",58,0,1,1,0,0,1,0,0,4,4,0,0,
28978,Dan Bailey,K,2019,8,MIN,WAS,10/24/2019,201910240min,H,,19,9,-16.5,42,29.25,-10,dome,sportturf,indoors,,,4,4,0,2,0,1,1,1,1,0,0,
28979,Jake Elliott,K,2019,8,PHI,BUF,10/27/2019,201910270buf,A,,31,13,1,39.5,19.25,-18,outdoors,astroturf,"54 degrees, relative humidity 87%, wind 23 mph",54,23,1,1,0,0,1,0,0,2,3,0,0,
28980,Jason Myers,K,2019,8,SEA,ATL,10/27/2019,201910270atl,A,,27,20,-7.5,48.5,28,-7,dome,fieldturf,indoors,,,2,2,0,0,0,1,1,3,3,0,0,
28981,Randy Bullock,K,2019,8,CIN,LAR,10/27/2019,201910270ram,A,,10,24,12,48.5,18.25,14,outdoors,grass,"48 degrees, relative humidity 69%, wind 5 mph",48,5,1,1,0,1,0,0,0,1,1,0,0,
28982,Greg Zuerlein,K,2019,8,LAR,CIN,10/27/2019,201910270ram,H,,24,10,-12,48.5,30.25,-14,outdoors,grass,"48 degrees, relative humidity 69%, wind 5 mph",48,5,1,1,0,1,0,0,0,3,3,0,0,
28983,Cody Parkey,K,2019,8,TEN,TAM,10/27/2019,201910270oti,H,,27,23,-2,45.5,23.75,-4,outdoors,grass,"59 degrees, relative humidity 67%, wind 3 mph",59,3,2,2,0,0,0,1,1,3,3,0,0,
28984,Wil Lutz,K,2019,8,NOR,ARI,10/27/2019,201910270nor,H,,31,9,-12.5,47.5,30,-22,dome,astroturf,indoors,,,1,2,0,1,0,0,0,4,4,0,0,
28985,Josh Lambo,K,2019,8,JAX,NYJ,10/27/2019,201910270jax,H,,29,15,-7,39.5,23.25,-14,outdoors,grass,"57,833",,,3,3,0,2,0,1,0,2,3,0,0,
28986,Matt Prater,K,2019,8,DET,NYG,10/27/2019,201910270det,H,,31,26,-6.5,49,27.75,-5,dome,fieldturf,indoors,,,1,2,0,0,0,0,1,4,4,0,0,
28987,Brandon McManus,K,2019,8,DEN,IND,10/27/2019,201910270clt,A,,13,15,6,41,17.5,2,retractable roof (open),fieldturf,indoors,,,2,2,0,2,0,0,0,1,1,0,0,
28988,Chase McLaughlin,K,2019,8,LAC,CHI,10/27/2019,201910270chi,A,,17,16,3.5,41,18.75,-1,outdoors,grass,"52 degrees, relative humidity 59%, wind 9 mph",52,9,1,2,0,1,0,0,0,2,2,0,0,
28989,Eddy Pineiro,K,2019,8,CHI,LAC,10/27/2019,201910270chi,H,,16,17,-3.5,41,22.25,1,outdoors,grass,"52 degrees, relative humidity 59%, wind 9 mph",52,9,3,5,1,2,0,0,0,1,1,0,0,
28990,Robbie Gould,K,2019,8,SFO,CAR,10/27/2019,201910270sfo,H,,51,13,-49,41,45,-38,outdoors,grass,"66 degrees, relative humidity 20%, wind 19 mph",66,19,1,1,0,1,0,0,0,6,6,0,0,
28991,Austin Seibert,K,2019,8,CLE,NWE,10/27/2019,201910270nwe,A,,13,27,9.5,43,16.75,14,outdoors,grass,"49 degrees, relative humidity 91%, wind 11 mph",49,11,2,2,0,0,1,1,0,1,1,0,0,
28992,Mike Nugent,K,2019,8,NWE,CLE,10/27/2019,201910270nwe,H,,27,13,-9.5,43,26.25,-14,outdoors,grass,"49 degrees, relative humidity 91%, wind 11 mph",49,11,2,4,0,2,0,0,0,3,3,0,0,
28993,Daniel Carlson,K,2019,8,OAK,HOU,10/27/2019,201910270htx,A,,24,27,5,52,23.5,3,retractable roof (closed),grass,indoors,,,1,1,0,0,0,1,0,3,3,0,0,
28994,Ka'imi Fairbairn,K,2019,8,HOU,OAK,10/27/2019,201910270htx,H,,27,24,-5,52,28.5,-3,retractable roof (closed),grass,indoors,,,2,2,0,0,1,1,0,3,3,0,0,
28995,Mason Crosby,K,2019,8,GNB,KAN,10/27/2019,201910270kan,A,,31,24,-5,48,26.5,-7,outdoors,astroturf,"54 degrees, relative humidity 60%, wind 5 mph",54,5,1,1,0,0,1,0,0,4,4,0,0,
28996,Harrison Butker,K,2019,8,KAN,GNB,10/27/2019,201910270kan,H,,24,31,5,48,21.5,7,outdoors,astroturf,"54 degrees, relative humidity 60%, wind 5 mph",54,5,1,2,0,1,0,0,0,3,3,0,0,
28997,Chris Boswell,K,2019,8,PIT,MIA,10/28/2019,201910280pit,H,,27,14,-14,44,29,-13,outdoors,grass,"59 degrees, relative humidity 50%, wind 2 mph",59,2,2,3,0,0,0,2,0,3,3,0,0,
28998,Zane Gonzalez,K,2019,9,ARI,SFO,10/31/2019,201910310crd,H,,25,28,49,43.5,-2.75,3,retractable roof (closed),grass,indoors,,,1,1,0,0,1,0,0,2,2,0,0,
28999,Ka'imi Fairbairn,K,2019,9,HOU,JAX,11/3/2019,201911030jax,A,,26,3,1,46,22.5,-23,outdoors,grass,"53 degrees, relative humidity 54%, wind 6 mph",53,6,2,3,0,0,0,1,1,2,3,0,0,
29000,Joey Slye,K,2019,9,CAR,TEN,11/3/2019,201911030car,H,,30,20,-3.5,43,23.25,-10,outdoors,grass,"58 degrees, relative humidity 34%, wind 5 mph",58,5,1,2,0,0,1,0,0,3,4,0,0,
29001,Stephen Hauschka,K,2019,9,BUF,WAS,11/3/2019,201911030buf,H,,24,9,-10.5,37,23.75,-15,outdoors,astroturf,"42 degrees, relative humidity 56%, wind 18 mph",42,18,1,1,0,0,0,1,0,3,3,0,0,
29002,Adam Vinatieri,K,2019,9,IND,PIT,11/3/2019,201911030pit,A,,24,26,1,39.5,19.25,2,outdoors,grass,"48 degrees, relative humidity 47%, wind 12 mph",48,12,1,2,0,1,0,0,0,1,2,0,0,
29003,Chris Boswell,K,2019,9,PIT,IND,11/3/2019,201911030pit,H,,26,24,-1,39.5,20.25,-2,outdoors,grass,"48 degrees, relative humidity 47%, wind 12 mph",48,12,4,4,0,2,1,0,1,2,2,0,0,
29004,Jake Elliott,K,2019,9,PHI,CHI,11/3/2019,201911030phi,H,,22,14,-5,41,23,-8,outdoors,grass,"52 degrees, relative humidity 37%, wind 13 mph",52,13,3,3,0,2,1,0,0,1,2,0,0,
29005,Sam Ficken,K,2019,9,NYJ,MIA,11/3/2019,201911030mia,A,,18,26,-3.5,42.5,23,8,outdoors,grass,"85 degrees, relative humidity 64%, wind 11 mph",85,11,3,4,0,1,0,1,1,1,1,0,0,
29006,Jason Sanders,K,2019,9,MIA,NYJ,11/3/2019,201911030mia,H,,26,18,3.5,42.5,19.5,-8,outdoors,grass,"85 degrees, relative humidity 64%, wind 11 mph",85,11,1,2,0,1,0,0,0,3,3,0,0,
29007,Dan Bailey,K,2019,9,MIN,KAN,11/3/2019,201911030kan,A,,23,26,-5.5,46,25.75,3,outdoors,astroturf,"54 degrees, relative humidity 37%, wind 15 mph",54,15,1,1,0,1,0,0,0,2,3,0,0,
29008,Harrison Butker,K,2019,9,KAN,MIN,11/3/2019,201911030kan,H,,26,23,5.5,46,20.25,-3,outdoors,astroturf,"54 degrees, relative humidity 37%, wind 15 mph",54,15,4,4,0,1,0,2,1,2,2,0,0,
29009,Matt Gay,K,2019,9,TAM,SEA,11/3/2019,201911030sea,A,OT,34,40,4,51,23.5,6,outdoors,fieldturf,"54 degrees, relative humidity 66%, wind 6 mph",54,6,2,3,0,0,0,2,0,4,4,0,0,
29010,Jason Myers,K,2019,9,SEA,TAM,11/3/2019,201911030sea,H,OT,40,34,-4,51,27.5,-6,outdoors,fieldturf,"54 degrees, relative humidity 66%, wind 6 mph",54,6,2,4,0,1,1,0,0,2,3,0,0,
29011,Matt Prater,K,2019,9,DET,OAK,11/3/2019,201911030rai,A,,24,31,2.5,51.5,24.5,7,outdoors,grass,"71 degrees, relative humidity 34%, wind 6 mph",71,6,1,1,0,1,0,0,0,3,3,0,0,
29012,Daniel Carlson,K,2019,9,OAK,DET,11/3/2019,201911030rai,H,,31,24,-2.5,51.5,27,-7,outdoors,grass,"71 degrees, relative humidity 34%, wind 6 mph",71,6,1,2,0,0,1,0,0,4,4,0,0,
29013,Michael Badgley,K,2019,9,LAC,GNB,11/3/2019,201911030sdg,H,,26,11,4,50,23,-15,outdoors,grass,"25,435",,,4,5,0,1,1,2,0,2,2,0,0,
29014,Austin Seibert,K,2019,9,CLE,DEN,11/3/2019,201911030den,A,,19,24,-4,39,21.5,5,outdoors,grass,"55 degrees, relative humidity 32%, wind 4 mph",55,4,4,4,0,1,3,0,0,1,1,0,0,
29015,Brandon McManus,K,2019,9,DEN,CLE,11/3/2019,201911030den,H,,24,19,4,39,17.5,-5,outdoors,grass,"55 degrees, relative humidity 32%, wind 4 mph",55,4,1,1,0,0,0,1,0,3,3,0,0,
29016,Nick Folk,K,2019,9,NWE,BAL,11/3/2019,201911030rav,A,,20,37,-3,44.5,23.75,17,outdoors,grass,"48 degrees, relative humidity 41%, wind 1 mph",48,1,2,2,1,1,0,0,0,2,2,0,0,
29017,Justin Tucker,K,2019,9,BAL,NWE,11/3/2019,201911030rav,H,,37,20,3,44.5,20.75,-17,outdoors,grass,"48 degrees, relative humidity 41%, wind 1 mph",48,1,1,1,0,0,1,0,0,4,5,0,0,
29018,Brett Maher,K,2019,9,DAL,NYG,11/4/2019,201911040nyg,A,,37,18,-6.5,48.5,27.5,-19,outdoors,fieldturf ,"51 degrees, relative humidity 58%, wind 10 mph",51,10,3,4,0,1,1,0,1,4,4,0,0,
29019,Michael Badgley,K,2019,10,LAC,OAK,11/7/2019,201911070rai,A,,24,26,-1,49,25,2,outdoors,grass,"54 degrees, relative humidity 84%, wind 9 mph",54,9,1,1,0,1,0,0,0,3,3,0,0,
29020,Daniel Carlson,K,2019,10,OAK,LAC,11/7/2019,201911070rai,H,,26,24,1,49,24,-2,outdoors,grass,"54 degrees, relative humidity 84%, wind 9 mph",54,9,2,3,0,1,0,1,0,2,3,0,0,
29021,Randy Bullock,K,2019,10,CIN,BAL,11/10/2019,201911100cin,H,,13,49,10.5,44,16.75,36,outdoors,grass,"56 degrees, relative humidity 53%, wind 9 mph",56,9,2,2,0,0,1,1,0,1,1,0,0,
29022,Matt Prater,K,2019,10,DET,CHI,11/10/2019,201911100chi,A,,13,20,6,38,16,7,outdoors,grass,"40 degrees, relative humidity 80%, wind 12 mph",40,12,2,2,0,1,0,0,1,1,1,0,0,
29023,Zane Gonzalez,K,2019,10,ARI,TAM,11/10/2019,201911100tam,A,,27,30,5.5,51,22.75,3,outdoors,grass,"77 degrees, relative humidity 53%, wind 8 mph",77,8,2,2,0,0,1,0,1,3,3,0,0,
29024,Matt Gay,K,2019,10,TAM,ARI,11/10/2019,201911100tam,H,,30,27,-5.5,51,28.25,-3,outdoors,grass,"77 degrees, relative humidity 53%, wind 8 mph",77,8,3,3,0,0,1,2,0,3,3,0,0,
29025,Harrison Butker,K,2019,10,KAN,TEN,11/10/2019,201911100oti,A,,32,35,-5,49,27,3,outdoors,grass,"63 degrees, relative humidity 35%, wind 9 mph",63,9,4,5,0,0,2,2,0,2,3,0,0,
29026,Sam Ficken,K,2019,10,NYJ,NYG,11/10/2019,201911100nyj,H,,34,27,3,43,20,-7,outdoors,fieldturf ,"48 degrees, relative humidity 50%, wind 8 mph",48,8,2,3,0,0,1,0,1,4,4,0,0,
29027,Younghoe Koo,K,2019,10,ATL,NOR,11/10/2019,201911100nor,A,,26,9,14,51.5,18.75,-17,dome,astroturf,indoors,,,4,4,0,0,3,1,0,2,2,0,0,
29028,Austin Seibert,K,2019,10,CLE,BUF,11/10/2019,201911100cle,H,,19,16,-3,42,22.5,-3,outdoors,grass,"67,431",,,2,2,0,1,0,1,0,1,2,0,0,
29029,Jason Sanders,K,2019,10,MIA,IND,11/10/2019,201911100clt,A,,16,12,11,44.5,16.75,-4,retractable roof (closed),fieldturf,indoors,,,3,3,0,0,0,3,0,1,1,0,0,
29030,Greg Zuerlein,K,2019,10,LAR,PIT,11/10/2019,201911100pit,A,,12,17,-4,43,23.5,5,outdoors,grass,"55 degrees, relative humidity 44%, wind 12 mph",55,12,1,2,0,0,1,0,0,1,1,0,0,
29031,Chris Boswell,K,2019,10,PIT,LAR,11/10/2019,201911100pit,H,,17,12,4,43,19.5,-5,outdoors,grass,"55 degrees, relative humidity 44%, wind 12 mph",55,12,1,1,0,0,1,0,0,2,2,0,0,
29032,Joey Slye,K,2019,10,CAR,GNB,11/10/2019,201911100gnb,A,,16,24,5,49,22,8,outdoors,grass,"78,090",,,1,1,0,0,0,0,1,1,1,0,0,
29033,Mason Crosby,K,2019,10,GNB,CAR,11/10/2019,201911100gnb,H,,24,16,-5,49,27,-8,outdoors,grass,"78,090",,,1,1,0,0,0,1,0,3,3,0,0,
29034,Dan Bailey,K,2019,10,MIN,DAL,11/10/2019,201911100dal,A,,28,24,3.5,48.5,22.5,-4,retractable roof (closed),fieldturf,indoors,,,2,2,0,2,0,0,0,2,2,0,0,
29035,Brett Maher,K,2019,10,DAL,MIN,11/10/2019,201911100dal,H,,24,28,-3.5,48.5,26,4,retractable roof (closed),fieldturf,indoors,,,1,2,0,1,0,0,0,3,3,0,0,
29036,Jason Myers,K,2019,10,SEA,SFO,11/11/2019,201911110sfo,A,OT,27,24,49,47,-1,-3,outdoors,grass,"77 degrees, relative humidity 32%, wind 3 mph",77,3,2,2,0,0,0,2,0,3,3,0,0,
29037,Chase McLaughlin,K,2019,10,SFO,SEA,11/11/2019,201911110sfo,H,OT,24,27,-49,47,48,3,outdoors,grass,"77 degrees, relative humidity 32%, wind 3 mph",77,3,3,4,0,0,1,2,0,1,1,0,0,
29038,Adam Vinatieri,K,2019,11,IND,JAX,11/17/2019,201911170clt,H,,33,13,-2.5,41.5,22,-20,retractable roof (closed),fieldturf,indoors,,,1,1,0,0,1,0,0,4,4,0,0,
29039,Younghoe Koo,K,2019,11,ATL,CAR,11/17/2019,201911170car,A,,29,3,3.5,49,22.75,-26,outdoors,grass,"51 degrees, relative humidity 50%, wind 11 mph",51,11,3,4,0,2,1,0,0,2,2,0,0,
29040,Wil Lutz,K,2019,11,NOR,TAM,11/17/2019,201911170tam,A,,34,17,-5,50.5,27.75,-17,outdoors,grass,"55 degrees, relative humidity 79%, wind 4 mph",55,4,2,2,0,1,0,1,0,4,4,0,0,
29041,Matt Gay,K,2019,11,TAM,NOR,11/17/2019,201911170tam,H,,17,34,5,50.5,22.75,17,outdoors,grass,"55 degrees, relative humidity 79%, wind 4 mph",55,4,1,1,0,0,0,0,1,2,2,0,0,
29042,Justin Tucker,K,2019,11,BAL,HOU,11/17/2019,201911170rav,H,,41,7,-4,51,27.5,-34,outdoors,grass,"44 degrees, relative humidity 56%, wind 10 mph",44,10,2,3,0,0,1,1,0,5,5,0,0,
29043,Brandon McManus,K,2019,11,DEN,MIN,11/17/2019,201911170min,A,,23,27,10,40.5,15.25,4,dome,sportturf,indoors,,,3,4,0,1,0,2,0,2,2,0,0,
29044,Stephen Hauschka,K,2019,11,BUF,MIA,11/17/2019,201911170mia,A,,37,20,-7,41.5,24.25,-17,outdoors,grass,"62 degrees, relative humidity 74%, wind 13 mph",62,13,3,3,0,1,1,0,1,4,4,0,0,
29045,Brett Maher,K,2019,11,DAL,DET,11/17/2019,201911170det,A,,35,27,-7.5,46.5,27,-8,dome,fieldturf,indoors,,,2,2,0,0,2,0,0,3,3,0,0,
29046,Zane Gonzalez,K,2019,11,ARI,SFO,11/17/2019,201911170sfo,A,,26,36,49,44,-2.5,10,outdoors,grass,"72 degrees, relative humidity 46%, no wind",72,0,2,2,0,1,0,1,0,2,3,0,0,
29047,Chase McLaughlin,K,2019,11,SFO,ARI,11/17/2019,201911170sfo,H,,36,26,-49,44,46.5,-10,outdoors,grass,"72 degrees, relative humidity 46%, no wind",72,0,1,1,0,0,0,1,0,3,3,0,0,
29048,Randy Bullock,K,2019,11,CIN,OAK,11/17/2019,201911170rai,A,,10,17,13,48,17.5,7,outdoors,grass,"76 degrees, relative humidity 41%, wind 13 mph",76,13,1,2,0,0,0,1,0,1,1,0,0,
29049,Daniel Carlson,K,2019,11,OAK,CIN,11/17/2019,201911170rai,H,,17,10,-13,48,30.5,-7,outdoors,grass,"76 degrees, relative humidity 41%, wind 13 mph",76,13,1,1,0,1,0,0,0,2,2,0,0,
29050,Jake Elliott,K,2019,11,PHI,NWE,11/17/2019,201911170phi,H,,10,17,4.5,45,20.25,7,outdoors,grass,"42 degrees, relative humidity 57%, wind 13 mph",42,13,1,1,0,0,0,1,0,1,1,0,0,
29051,Greg Zuerlein,K,2019,11,LAR,CHI,11/17/2019,201911170ram,H,,17,7,-5,40,22.5,-10,outdoors,grass,"79 degrees, relative humidity 20%, no wind",79,0,1,1,0,0,1,0,0,2,2,0,0,
29052,Harrison Butker,K,2019,11,KAN,LAC,11/18/2019,201911180sdg,A,,24,17,-5.5,52.5,29,-7,outdoors,grass,"67 degrees, relative humidity 63%, wind 7 mph",67,7,1,1,0,0,0,1,0,3,3,0,0,
29053,Adam Vinatieri,K,2019,12,IND,HOU,11/21/2019,201911210htx,A,,17,20,3.5,46,21.25,3,retractable roof (closed),grass,indoors,,,1,1,0,0,1,0,0,2,2,0,0,
29054,Ka'imi Fairbairn,K,2019,12,HOU,IND,11/21/2019,201911210htx,H,,20,17,-3.5,46,24.75,-3,retractable roof (closed),grass,indoors,,,2,2,0,0,2,0,0,2,2,0,0,
29055,Stephen Hauschka,K,2019,12,BUF,DEN,11/24/2019,201911240buf,H,,20,3,-3.5,37,20.25,-17,outdoors,astroturf,"40 degrees, relative humidity 75%, wind 17 mph",40,17,2,2,0,1,1,0,0,2,2,0,0,
29056,Matt Gay,K,2019,12,TAM,ATL,11/24/2019,201911240atl,A,,35,22,3.5,51.5,24,-13,dome,fieldturf,indoors,,,1,1,0,0,1,0,0,2,5,0,0,
29057,Younghoe Koo,K,2019,12,ATL,TAM,11/24/2019,201911240atl,H,,22,35,-3.5,51.5,27.5,13,dome,fieldturf,indoors,,,3,3,0,1,1,1,0,1,1,0,0,
29058,Matt Prater,K,2019,12,DET,WAS,11/24/2019,201911240was,A,,16,19,-4,39,21.5,3,outdoors,grass,"46 degrees, relative humidity 56%, wind 17 mph",46,17,3,4,0,1,0,1,0,1,1,0,0,
29059,Dustin Hopkins,K,2019,12,WAS,DET,11/24/2019,201911240was,H,,19,16,4,39,17.5,-3,outdoors,grass,"46 degrees, relative humidity 56%, wind 17 mph",46,17,4,4,0,0,2,1,0,1,1,0,0,
29060,Jason Myers,K,2019,12,SEA,PHI,11/24/2019,201911240phi,A,,17,9,-1,45.5,23.25,-8,outdoors,grass,"40 degrees, relative humidity 78%, wind 17 mph",40,17,1,1,0,1,0,0,0,2,2,0,0,
29061,Sam Ficken,K,2019,12,NYJ,OAK,11/24/2019,201911240nyj,H,,34,3,3.5,45,20.75,-31,outdoors,fieldturf ,"43 degrees, relative humidity 93%, wind 12 mph",43,12,2,3,0,1,1,0,0,4,4,0,0,
29062,Joey Slye,K,2019,12,CAR,NOR,11/24/2019,201911240nor,A,,31,34,10,46,18,3,dome,astroturf,indoors,,,2,3,0,0,0,1,1,1,3,0,0,
